"CRUISE","VESSEL","HAUL","GEAR_DEPTH","BOTTOM_DEPTH","START_TIME","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","PERFORMANCE","HAUL_TYPE","STRATUM","STATIONID"
200202,57,15,236,244,2002-06-08 21:09:27,55.45632,-168.19501,55.44368,-168.16319,0,3,11,"49"
200202,57,18,302,309,2002-06-09 14:14:14,55.28886,-167.8972,55.30305,-167.9267,0,3,11,"42"
200202,57,21,197,204,2002-06-10 07:12:00,55.03179,-167.33681,55.0452,-167.3669,0,3,11,"21"
200202,57,66,202,209,2002-06-25 07:00:40,59.18784,-177.9353,59.18243,-177.8988,0,3,61,"326"
200202,57,67,246,253,2002-06-25 09:36:04,59.36537,-177.6026,59.38694,-177.6011,0,3,61,"329"
200202,57,69,301,308,2002-06-25 14:12:43,59.50977,-177.8262,59.5144,-177.78439,0,3,61,"336"
200202,57,71,220,227,2002-06-25 20:21:45,59.52314,-178.0787,59.51807,-178.12219,0,3,61,"338"
200202,57,72,259,266,2002-06-26 07:53:15,59.48509,-178.2709,59.50217,-178.30119,0,3,61,"341"
200202,57,75,208,215,2002-06-27 07:54:00,59.79431,-178.6752,59.77658,-178.64751,0,3,61,"343"
200202,57,78,284,294,2002-06-27 19:47:00,59.94621,-178.9305,59.92792,-178.90981,0,3,61,"345"
200202,57,84,229,236,2002-06-29 07:19:31,60.59889,-178.8197,60.57635,-178.8107,0,3,61,"354"
200202,57,85,288,295,2002-06-29 10:50:03,60.38066,-178.6524,60.40032,-178.67171,0,3,61,"350"
200202,57,124,360,367,2002-07-17 12:40:08,54.20232,-166.24451,54.19738,-166.2823,0,3,11,"25"
200202,57,125,341,348,2002-07-19 07:01:03,54.81663,-167.12289,54.83226,-167.149,0,3,11,"38"
200202,57,126,212,219,2002-07-19 09:01:57,54.95425,-167.17149,54.94216,-167.1412,0,3,11,"43"
200202,57,127,226,233,2002-07-19 11:26:12,55.05101,-167.4409,55.03733,-167.4111,0,3,11,"39"
200202,57,133,361,368,2002-07-21 12:11:25,54.64301,-166.73511,54.64007,-166.6987,0,3,11,"36"
200202,57,135,290,297,2002-07-21 19:19:20,54.68995,-166.3755,54.68522,-166.3389,0,3,11,"44"
200202,57,136,361,368,2002-07-22 06:47:57,54.73737,-167.0047,54.72087,-166.97951,0,3,11,"37"
200202,57,137,255,262,2002-07-22 10:11:44,54.82401,-166.8398,54.81533,-166.8026,0,3,11,"51"
200202,57,138,207,213,2002-07-22 12:00:10,54.8679,-166.8195,54.85937,-166.78529,0,3,11,"14"
200202,57,139,230,236,2002-07-22 15:01:09,54.81826,-166.7124,54.81184,-166.67641,0,3,11,"13"
200202,57,140,199,205,2002-07-22 18:01:37,54.80393,-166.49339,54.79986,-166.4563,0,3,11,"46"
200202,57,141,297,304,2002-07-23 07:15:02,54.6925,-165.73511,54.69006,-165.70309,5,3,11,"30"
200202,57,142,200,207,2002-07-23 10:18:26,54.76426,-165.86861,54.76689,-165.9072,0,3,11,"10"
200202,57,143,309,316,2002-07-23 13:21:35,54.67781,-165.91071,54.67553,-165.94839,0,3,11,"32"
200202,57,149,275,283,2002-07-25 07:57:41,54.34093,-165.8846,54.32513,-165.9093,0,3,11,"27"
200401,134,1,239,248,2004-06-06 15:52:21,54.51341,-165.63091,54.53591,-165.61,0,3,11,"2"
200401,134,2,347,355,2004-06-06 18:52:46,54.61066,-165.69009,54.58242,-165.68449,0,3,11,"29"
200401,134,4,298,306,2004-06-07 09:48:27,54.68975,-165.77969,54.6908,-165.8201,0,3,11,"30"
200401,134,5,248,256,2004-06-07 12:51:52,54.71818,-165.5506,54.7086,-165.5126,0,3,11,"4"
200401,134,6,194,202,2004-06-07 14:33:14,54.74322,-165.408,54.72005,-165.3958,0,3,11,"5"
200401,134,10,311,318,2004-06-08 16:53:52,54.67689,-165.9133,54.67704,-165.8681,0,3,11,"32"
200401,134,11,292,299,2004-06-09 07:31:30,54.68628,-166.3597,54.68728,-166.3963,0,3,11,"44"
200401,134,20,197,205,2004-06-12 07:08:06,54.79754,-166.44279,54.80106,-166.4836,0,3,11,"46"
200401,134,22,321,328,2004-06-12 10:31:08,54.73371,-166.84039,54.7176,-166.8062,0,3,11,"47"
200401,134,23,362,369,2004-06-12 12:18:01,54.72525,-166.98981,54.74073,-167.01421,0,3,11,"37"
200401,134,37,214,221,2004-06-15 18:33:21,54.94371,-167.149,54.95669,-167.181,0,3,11,"43"
200401,134,42,196,203,2004-06-16 15:15:08,55.0349,-167.34509,55.05096,-167.3779,0,3,11,"21"
200401,134,43,341,348,2004-06-17 07:16:48,55.17145,-167.7912,55.19078,-167.81689,0,3,11,"41"
200401,134,44,225,233,2004-06-17 09:40:30,55.40062,-168.0256,55.41005,-168.0493,0,3,11,"18"
200401,134,107,203,210,2004-07-07 11:50:23,59.18926,-177.9424,59.18312,-177.90311,0,3,61,"326"
200401,134,111,321,328,2004-07-08 07:19:42,59.63767,-178.4613,59.65533,-178.48511,0,3,61,"342"
200401,134,114,208,215,2004-07-08 13:58:48,59.79277,-178.6739,59.77554,-178.64819,0,3,61,"343"
200401,134,121,228,235,2004-07-10 07:11:33,60.59806,-178.8204,60.57672,-178.8127,0,3,61,"354"
200401,134,122,286,293,2004-07-10 09:17:03,60.49509,-178.842,60.47863,-178.8119,0,3,61,"352"
200401,134,123,288,295,2004-07-10 11:46:35,60.40621,-178.6824,60.39474,-178.67191,0,3,61,"350"
200401,134,124,205,213,2004-07-10 13:51:31,60.24598,-178.49409,60.2248,-178.50169,0,3,61,"349"
200401,134,125,375,382,2004-07-10 15:59:51,60.17766,-178.86391,60.16566,-178.9046,0,3,61,"347"
200401,134,127,333,341,2004-07-11 10:33:23,60.09016,-179.0674,60.06836,-179.0708,0,3,61,"346"
200401,134,132,279,286,2004-07-12 11:27:44,59.94329,-178.9265,59.92415,-178.9059,0,3,61,"345"
200401,134,134,240,247,2004-07-12 15:47:29,59.85084,-178.7887,59.86783,-178.81689,0,3,61,"344"
200401,134,139,215,222,2004-07-14 07:04:19,59.51374,-178.157,59.51933,-178.1151,0,3,61,"338"
200401,134,140,199,206,2004-07-14 08:59:00,59.64364,-177.8754,59.65971,-177.8447,0,3,61,"335"
200401,134,141,305,312,2004-07-14 11:03:29,59.50753,-177.84689,59.51231,-177.8044,0,3,61,"336"
200401,134,143,249,256,2004-07-14 14:54:58,59.39652,-177.60519,59.37294,-177.605,0,3,61,"329"
200401,134,185,203,210,2004-07-28 13:24:45,55.57114,-168.4711,55.55871,-168.4373,0,3,11,"48"
200401,134,186,236,243,2004-07-28 15:24:06,55.4595,-168.2023,55.445,-168.17261,0,3,11,"49"
200401,134,189,304,311,2004-07-29 09:56:04,55.30472,-167.9303,55.29066,-167.9012,0,3,11,"42"
200401,134,196,226,233,2004-07-30 14:33:03,55.03708,-167.4097,55.05104,-167.4402,0,3,11,"39"
200401,134,197,199,206,2004-07-30 16:39:40,55.1243,-167.5251,55.10819,-167.4966,0,3,11,"22"
200401,134,216,341,348,2004-08-04 07:45:30,54.81839,-167.1259,54.83447,-167.15311,0,3,11,"38"
200401,134,217,233,240,2004-08-04 09:45:08,54.88134,-166.9675,54.87196,-166.9321,0,3,11,"20"
200401,134,218,207,214,2004-08-04 11:41:39,54.86826,-166.82201,54.85925,-166.7867,0,3,11,"14"
200401,134,219,255,262,2004-08-04 13:33:20,54.82407,-166.8405,54.81605,-166.80479,0,3,11,"51"
200401,134,220,362,369,2004-08-04 15:55:23,54.64337,-166.74339,54.6404,-166.70531,0,3,11,"36"
200401,134,229,308,315,2004-08-06 16:02:42,54.67021,-166.1181,54.66798,-166.1566,0,3,11,"33"
200401,134,230,236,243,2004-08-06 18:39:59,54.7333,-166.1981,54.73457,-166.23779,0,3,11,"12"
200401,134,231,202,209,2004-08-07 07:46:48,54.77468,-166.31731,54.77306,-166.27901,0,3,11,"34"
200401,134,232,203,210,2004-08-07 09:47:18,54.76067,-166.0152,54.75959,-165.9762,0,3,11,"23"
200401,134,233,196,203,2004-08-07 11:38:16,54.76721,-165.9174,54.76446,-165.879,0,3,11,"10"
200401,134,234,215,222,2004-08-07 13:59:15,54.75563,-165.7657,54.75536,-165.72749,0,3,11,"11"
200401,134,235,260,267,2004-08-07 16:10:05,54.72081,-165.7149,54.71975,-165.67571,0,3,11,"9"
200401,134,239,361,369,2004-08-08 15:10:08,54.58627,-165.7061,54.57425,-165.7068,0,3,11,"28"
200401,134,240,323,331,2004-08-08 16:42:04,54.63544,-165.6394,54.61127,-165.64169,0,3,11,"24"
200801,94,1,248,253,2008-06-06 08:39:43,54.71655,-165.53059,54.72309,-165.56911,0,3,11,"11-02"
200801,94,2,218,226,2008-06-06 11:51:33,54.75298,-165.80949,54.75428,-165.76939,0,3,11,"11-06"
200801,94,3,259,267,2008-06-06 14:35:26,54.7219,-165.7323,54.7166,-165.69479,0,3,11,"11-04"
200801,94,4,294,301,2008-06-06 17:13:17,54.69229,-165.77901,54.68908,-165.7402,0,3,11,"11-20"
200801,94,9,202,209,2008-06-08 06:58:39,54.76186,-165.987,54.75945,-166.0287,6,3,11,"11-14"
200801,94,10,233,241,2008-06-08 09:10:13,54.73512,-166.17999,54.73431,-166.2197,0,3,11,"11-07"
200801,94,11,201,208,2008-06-08 11:09:03,54.79546,-166.4527,54.7988,-166.4915,0,3,11,"11-32"
200801,94,12,292,300,2008-06-08 13:14:22,54.6838,-166.33881,54.68548,-166.3768,4,3,11,"11-31"
200801,94,15,361,369,2008-06-09 07:09:49,54.648,-166.76311,54.6412,-166.72639,0,3,11,"11-24"
200801,94,30,362,370,2008-06-12 18:49:49,54.72726,-166.989,54.73974,-167.0183,0,3,11,"11-25"
200801,94,31,211,219,2008-06-13 07:14:31,54.94219,-167.1357,54.95257,-167.1673,0,3,11,"11-30"
200801,94,33,201,209,2008-06-13 12:55:10,55.13428,-167.5473,55.11786,-167.523,0,3,11,"11-13"
200801,94,38,218,226,2008-06-14 12:42:05,55.39899,-168.0161,55.41287,-168.04829,0,3,11,"11-10"
200801,94,39,233,241,2008-06-14 14:49:46,55.47115,-168.2348,55.45775,-168.1983,0,3,11,"11-39"
200801,94,62,212,218,2008-06-24 13:01:15,55.55582,-168.4315,55.56626,-168.4617,0,3,11,"11-34"
200801,94,88,222,228,2008-06-30 18:22:07,59.52314,-178.07851,59.51934,-178.1194,0,3,61,"61-20"
200801,94,90,204,211,2008-07-01 09:49:32,59.19111,-177.94859,59.18326,-177.90379,0,3,61,"61-01"
200801,94,91,329,335,2008-07-01 12:19:39,59.29689,-177.6897,59.31663,-177.6687,0,3,61,"61-17"
200801,94,93,253,259,2008-07-01 19:06:49,59.37115,-177.6049,59.39305,-177.60519,0,3,61,"61-02"
200801,94,98,286,292,2008-07-02 18:22:04,60.49807,-178.8443,60.48056,-178.8136,0,3,61,"61-15"
200801,94,99,229,235,2008-07-03 06:48:32,60.60577,-178.82159,60.58359,-178.8134,0,3,61,"61-16"
200801,94,101,377,383,2008-07-03 11:49:01,60.31988,-178.6835,60.33811,-178.71159,0,3,61,"61-18"
200801,94,102,207,214,2008-07-03 14:02:39,60.2491,-178.4951,60.22886,-178.5022,0,3,61,"61-13"
200801,94,103,293,299,2008-07-03 16:16:28,60.38969,-178.66521,60.40868,-178.6869,0,3,61,"61-14"
200801,94,108,381,388,2008-07-05 09:08:54,60.18257,-178.8486,60.17149,-178.8878,0,3,61,"61-12"
200801,94,109,235,242,2008-07-05 12:15:32,60.08575,-179.0174,60.06447,-179.0163,0,3,61,"61-11"
200801,94,110,333,340,2008-07-05 14:10:54,60.09017,-179.0703,60.06924,-179.07249,6,3,61,"61-21"
200801,94,113,241,248,2008-07-06 10:09:45,59.85213,-178.79041,59.86816,-178.81799,0,3,61,"61-09"
200801,94,115,212,219,2008-07-06 15:30:49,59.77732,-178.6521,59.79617,-178.67889,5,3,61,"61-08"
200801,94,118,321,327,2008-07-07 09:02:21,59.63857,-178.4622,59.65658,-178.48599,0,3,61,"61-07"
200801,94,120,259,265,2008-07-07 15:44:37,59.48424,-178.2701,59.50076,-178.29649,0,3,61,"61-06"
200801,94,183,303,310,2008-07-31 12:38:49,55.30184,-167.9248,55.28773,-167.89751,0,3,11,"11-29"
200801,94,185,342,349,2008-07-31 15:51:19,55.19332,-167.82021,55.17683,-167.7997,0,3,11,"11-28"
200801,94,188,285,292,2008-08-01 12:24:17,55.04296,-167.5392,55.02962,-167.5135,0,3,11,"11-37"
200801,94,189,201,208,2008-08-01 14:28:45,55.0349,-167.35651,55.04866,-167.3846,0,3,11,"11-12"
200801,94,193,338,345,2008-08-02 15:14:22,54.82882,-167.14391,54.81394,-167.1201,0,3,11,"11-26"
200801,94,194,255,262,2008-08-03 06:59:13,54.82299,-166.8373,54.81527,-166.80409,0,3,11,"11-36"
200801,94,197,202,209,2008-08-03 15:40:17,54.7749,-166.32069,54.77355,-166.2831,0,3,11,"11-23"
200801,94,198,197,205,2008-08-04 06:50:56,54.74332,-165.41341,54.72395,-165.40199,6.12,3,11,"11-03"
200801,94,199,327,334,2008-08-04 09:25:40,54.6178,-165.6418,54.63821,-165.6409,0,3,11,"11-15"
200801,94,200,311,318,2008-08-04 11:20:28,54.6787,-165.8783,54.67834,-165.91389,0,3,11,"11-21"
201001,94,13,199,206,2010-06-06 07:15:43,59.6534,-177.84743,59.6393,-177.88305,0,3,61,"61-03"
201001,94,14,297,304,2010-06-06 10:08:05,59.52867,-177.85475,59.50885,-177.83828,0,3,61,"61-04"
201001,94,18,202,210,2010-06-06 20:01:40,59.19055,-177.94617,59.18328,-177.90412,0,3,61,"61-01"
201001,94,23,206,214,2010-06-08 07:31:11,60.26228,-178.49468,60.23848,-178.49588,0,3,61,"61-13"
201001,94,24,286,294,2010-06-08 10:35:39,60.50263,-178.85597,60.4848,-178.82478,0,3,61,"61-15"
201001,94,25,227,235,2010-06-08 13:11:15,60.60875,-178.8252,60.58738,-178.81365,0,3,61,"61-16"
201001,94,32,322,329,2010-06-10 07:35:13,60.10278,-179.05655,60.08202,-179.06837,0,3,61,"61-21"
201001,94,34,236,243,2010-06-10 13:10:49,59.86932,-178.8157,59.85093,-178.78737,0,3,61,"61-09"
201001,94,36,206,212,2010-06-10 18:28:02,59.80195,-178.68562,59.78457,-178.65783,0,3,61,"61-08"
201001,94,40,305,312,2010-06-11 17:17:35,59.62662,-178.4405,59.64573,-178.46448,0,3,61,"61-07"
201001,94,43,256,263,2010-06-12 13:41:37,59.50043,-178.29215,59.48233,-178.26887,0,3,61,"61-06"
201001,94,44,220,227,2010-06-12 16:01:06,59.53132,-178.25332,59.5147,-178.22435,0,3,61,"61-05"
201001,94,135,219,226,2010-07-04 12:29:39,55.39217,-167.99772,55.40215,-168.02577,0,3,11,"11-10"
201001,94,137,199,206,2010-07-04 17:29:34,55.20958,-167.64843,55.22823,-167.67907,0,3,11,"11-40"
201001,94,140,345,352,2010-07-05 12:47:56,55.19,-167.81785,55.17342,-167.79488,0,3,11,"11-28"
201001,94,142,225,232,2010-07-05 17:48:32,55.05765,-167.45113,55.04258,-167.42257,0,3,11,"11-27"
201001,94,148,320,327,2010-07-06 18:52:41,54.92483,-167.34555,54.9379,-167.37593,0,3,11,"11-41"
201001,94,174,342,348,2010-07-13 14:05:41,54.82585,-167.14757,54.815,-167.11397,0,3,11,"11-26"
201001,94,175,215,221,2010-07-13 16:35:30,54.95407,-167.18303,54.94608,-167.14977,0,3,11,"11-30"
201001,94,178,320,327,2010-07-14 12:08:28,54.73788,-166.84728,54.72488,-166.82048,0,3,11,"11-33"
201001,94,179,233,240,2010-07-14 14:27:08,54.88337,-166.98167,54.87615,-166.94773,0,3,11,"11-11"
201001,94,180,224,232,2010-07-14 16:38:59,54.80985,-166.65038,54.81822,-166.68407,0,3,11,"11-08"
201001,94,182,362,369,2010-07-15 09:50:17,54.6436,-166.73152,54.64,-166.69577,0,3,11,"11-24"
201001,94,183,268,276,2010-07-15 11:53:46,54.74018,-166.58717,54.73188,-166.55425,0,3,11,"11-42"
201001,94,184,199,207,2010-07-15 13:48:55,54.79538,-166.44425,54.8,-166.47753,0,3,11,"11-32"
201001,94,185,201,208,2010-07-15 16:06:40,54.77367,-166.2787,54.77622,-166.32157,0,3,11,"11-23"
201001,94,186,233,241,2010-07-15 18:12:49,54.7348,-166.1726,54.73512,-166.21167,0,3,11,"11-07"
201001,94,187,308,315,2010-07-16 07:13:49,54.67092,-166.09122,54.66957,-166.12723,0,3,11,"11-22"
201001,94,188,199,207,2010-07-16 09:26:00,54.76522,-165.8654,54.76417,-165.893,0,3,11,"11-05"
201001,94,189,262,270,2010-07-16 11:17:17,54.71782,-165.66777,54.71782,-165.70227,-3.13,3,11,"11-04"
201001,94,190,258,265,2010-07-16 12:38:05,54.72368,-165.74005,54.71957,-165.70348,1.1,3,11,"11-04"
201001,94,191,197,205,2010-07-16 14:51:19,54.77623,-165.55782,54.7762,-165.59595,0,3,11,"11-43"
201001,94,192,244,252,2010-07-16 16:56:40,54.70715,-165.49793,54.71682,-165.52822,0,3,11,"11-02"
201001,94,193,318,326,2010-07-17 07:13:52,54.65058,-165.64245,54.63073,-165.63695,0,3,11,"11-15"
201601,178,44,209,216,2016-06-27 09:32:37,59.78437,-178.66084,59.79021,-178.66897,0,3,61,"61-08"
201601,178,47,286,293,2016-06-27 17:57:48,59.93416,-178.91705,59.94934,-178.93472,1.1,3,61,"61-10"
201601,178,54,206,213,2016-06-29 13:41:41,60.22931,-178.50024,60.24681,-178.49504,0,3,61,"61-13"
201601,178,55,292,299,2016-06-29 16:05:28,60.37937,-178.65654,60.3986,-178.67299,0,3,61,"61-14"
201601,178,56,230,236,2016-06-29 18:44:23,60.58248,-178.81399,60.59546,-178.81847,0,3,61,"61-16"
201601,178,59,317,323,2016-06-30 16:45:10,59.64748,-178.47237,59.62988,-178.45116,0,3,61,"61-07"
201601,178,62,261,267,2016-07-01 13:21:41,59.48338,-178.26982,59.49448,-178.28849,0,3,61,"61-06"
201601,178,64,222,228,2016-07-01 17:56:00,59.54158,-178.26719,59.52479,-178.24133,0,3,61,"61-05"
201601,178,66,217,223,2016-07-02 10:44:33,59.51372,-178.15614,59.51639,-178.12858,0,3,61,"61-22"
201601,178,67,304,310,2016-07-02 12:40:28,59.50877,-177.8334,59.51305,-177.79163,0,3,61,"61-04"
201601,178,68,200,205,2016-07-02 16:01:20,59.64435,-177.87138,59.65906,-177.83996,0,3,61,"61-03"
201601,178,72,310,316,2016-07-03 16:09:25,59.43294,-177.66346,59.40984,-177.66601,0,3,61,"61-23"
201601,178,133,238,244,2016-07-22 15:08:15,55.45713,-168.19724,55.44513,-168.16873,0,3,11,"11-35"
201601,178,134,224,230,2016-07-22 17:42:59,55.40497,-168.03556,55.39298,-168.0059,0,3,11,"11-10"
201601,178,142,343,348,2016-07-24 15:09:35,54.81669,-167.1202,54.82804,-167.1501,0,3,11,"11-26"
201601,178,143,215,220,2016-07-24 17:21:41,54.94082,-167.13558,54.95114,-167.16835,0,3,11,"11-30"
201601,178,155,323,329,2016-07-27 17:14:04,54.73772,-166.84844,54.72528,-166.82035,0,3,11,"11-33"
201601,178,161,348,354,2016-07-29 08:52:19,54.61014,-165.68675,54.5899,-165.68371,0,3,11,"11-18"
201601,178,162,197,204,2016-07-29 11:19:39,54.72349,-165.39767,54.74371,-165.41093,0,3,11,"11-03"
201601,178,163,260,266,2016-07-29 13:23:03,54.72035,-165.69072,54.7204,-165.72615,0,3,11,"11-04"
201601,178,164,204,210,2016-07-29 15:24:58,54.76216,-165.86258,54.76383,-165.88355,0,3,11,"11-05"
201601,178,166,310,316,2016-07-30 11:31:48,54.67028,-166.08589,54.67052,-166.12246,0,3,11,"11-22"
201601,178,167,236,242,2016-07-30 13:07:11,54.73379,-166.19586,54.73334,-166.23267,0,3,11,"11-07"
201601,178,168,292,298,2016-07-30 15:07:10,54.6872,-166.36544,54.68895,-166.40167,0,3,11,"11-31"
201601,178,169,271,277,2016-07-30 17:06:10,54.73554,-166.56689,54.74323,-166.60214,0,3,11,"11-42"
201601,178,175,286,292,2016-08-03 14:56:10,55.04238,-167.5333,55.02792,-167.5072,0,3,11,"11-37"
201601,178,176,318,323,2016-08-03 16:59:53,54.93757,-167.37269,54.92416,-167.34521,0,3,11,"11-41"
201601,178,178,205,210,2016-08-04 09:37:55,54.76027,-166.02028,54.76166,-165.98995,0,3,11,"11-14"
201601,178,179,218,224,2016-08-04 11:44:52,54.75574,-165.76692,54.75633,-165.73337,0,3,11,"11-06"
201601,178,180,323,330,2016-08-04 13:37:24,54.63331,-165.63851,54.6124,-165.63959,0,3,11,"11-15"
201201,94,1,198,206,2012-06-08 09:21:58,54.77494,-165.54919,54.77132,-165.58701,0,3,11,"11-43"
201201,94,2,200,208,2012-06-08 12:31:26,54.74907,-165.42688,54.73002,-165.40942,0,3,11,"11-03"
201201,94,3,250,257,2012-06-08 15:00:31,54.71713,-165.54935,54.7058,-165.51728,0,3,11,"11-02"
201201,94,4,322,330,2012-06-08 17:22:26,54.63245,-165.64072,54.61123,-165.6403,0,3,11,"11-15"
201201,94,13,318,325,2012-06-10 17:55:25,54.9253,-167.34335,54.9362,-167.37397,0,3,11,"11-41"
201201,94,35,222,230,2012-06-15 17:45:26,59.52788,-178.25208,59.51185,-178.22417,0,3,61,"61-05"
201201,94,36,257,264,2012-06-16 07:24:40,59.50305,-178.30178,59.48718,-178.27502,0,3,61,"61-06"
201201,94,37,218,225,2012-06-16 09:40:33,59.52798,-178.0648,59.52137,-178.10617,0,3,61,"61-20"
201201,94,38,306,314,2012-06-16 12:23:28,59.51275,-177.78427,59.50607,-177.82067,0,3,61,"61-04"
201201,94,40,244,252,2012-06-16 18:01:32,59.377,-177.5984,59.3976,-177.60408,0,3,61,"61-02"
201201,94,48,331,339,2012-06-18 14:48:29,59.29955,-177.69013,59.31832,-177.67715,0,3,61,"61-17"
201201,94,49,206,214,2012-06-18 17:21:22,59.19,-177.9422,59.18397,-177.90127,0,3,61,"61-01"
201201,94,52,229,236,2012-06-20 10:49:33,60.60923,-178.82987,60.58957,-178.81995,0,3,61,"61-16"
201201,94,53,285,293,2012-06-20 12:59:19,60.50607,-178.8626,60.49213,-178.83618,0,3,61,"61-15"
201201,94,60,378,386,2012-06-22 07:19:45,60.31417,-178.67923,60.33192,-178.70537,0,3,61,"61-18"
201201,94,61,382,390,2012-06-22 09:48:25,60.18083,-178.85553,60.16972,-178.88928,0,3,61,"61-12"
201201,94,63,325,333,2012-06-22 14:58:50,60.10113,-179.0607,60.08287,-179.0745,0,3,61,"61-21"
201201,94,65,281,288,2012-06-23 07:16:33,59.95135,-178.93342,59.93302,-178.91413,0,3,61,"61-10"
201201,94,67,240,247,2012-06-23 12:03:35,59.87167,-178.82015,59.85518,-178.79982,0,3,61,"61-09"
201201,94,68,209,217,2012-06-23 14:24:02,59.80037,-178.68437,59.78442,-178.66103,0,3,61,"61-08"
201201,94,71,311,318,2012-06-24 09:34:06,59.62265,-178.43533,59.63883,-178.45938,0,3,61,"61-07"
201201,94,142,202,209,2012-07-13 15:38:47,55.57663,-168.48733,55.56623,-168.45377,0,3,11,"11-34"
201201,94,143,235,241,2012-07-13 17:47:26,55.48143,-168.26048,55.46958,-168.23088,0,3,11,"11-39"
201201,94,147,217,223,2012-07-14 13:27:33,55.39493,-167.99998,55.40393,-168.0335,0,3,11,"11-10"
201201,94,149,348,354,2012-07-14 17:57:11,55.20178,-167.83182,55.18555,-167.80957,0,3,11,"11-28"
201201,94,157,305,311,2012-07-17 15:58:21,54.68438,-165.76423,54.68392,-165.7282,0,3,11,"11-20"
201201,94,158,205,211,2012-07-17 18:23:46,54.75942,-166.00678,54.75998,-165.96985,0,3,11,"11-14"
201201,94,161,306,312,2012-07-18 12:34:05,54.67247,-166.08735,54.67013,-166.1226,0,3,11,"11-22"
201201,94,162,234,240,2012-07-18 14:28:00,54.73468,-166.17778,54.73487,-166.21188,5,3,11,"11-07"
201201,94,163,205,211,2012-07-18 16:18:59,54.78985,-166.44193,54.79167,-166.47822,0,3,11,"11-32"
201201,94,165,363,368,2012-07-19 09:35:54,54.64437,-166.74622,54.64037,-166.71067,0,3,11,"11-24"
201201,94,166,226,232,2012-07-19 11:55:31,54.81105,-166.659,54.81778,-166.69302,0,3,11,"11-08"
201201,94,167,232,238,2012-07-19 13:39:29,54.87062,-166.9282,54.88332,-166.95672,0,3,11,"11-11"
201201,94,168,214,220,2012-07-19 15:53:47,54.94748,-167.1587,54.95733,-167.18803,0,3,11,"11-30"
201201,94,169,202,208,2012-07-19 17:33:30,55.02885,-167.34093,55.041,-167.37005,0,3,11,"11-12"
201201,94,174,206,213,2012-07-20 17:52:04,55.13682,-167.55865,55.12872,-167.54623,0,3,11,"11-13"
201201,94,188,359,365,2012-07-23 17:42:54,54.73135,-166.98532,54.74373,-167.01448,0,3,11,"11-25"
